,Sector,Brand,Product,Segment,Family,Class
627,Electronics and Appliances,Microsoft,Microsoft Surface Headphones 2,Audio Visual/Photography,Audio Visual Equipment,Audio Visual Accessories
628,Electronics and Appliances,Microsoft,Microsoft Surface Duo 2,Computing,Computers/Video Games,Computers
629,Electronics and Appliances,Microsoft,Microsoft Surface Go 3,Computing,Computers/Video Games,Computers
630,Electronics and Appliances,Microsoft,Microsoft Wireless Ergonomic Keyboard,Computing,Computers/Video Games,Computer Components
631,Electronics and Appliances,Microsoft,Microsoft Modern Wireless Headset,Audio Visual/Photography,Audio Visual Equipment,Audio Visual Accessories
632,Electronics and Appliances,Microsoft,Microsoft Arc Mouse,Computing,Computers/Video Games,Computer Components
633,Electronics and Appliances,Microsoft,Microsoft Sculpt Ergonomic Desktop,Computing,Computers/Video Games,Computer Components
634,Electronics and Appliances,Microsoft,Microsoft Adaptive Accessories,Computing,Computers/Video Games,Computer Components
635,Electronics and Appliances,Microsoft,Microsoft Xbox Elite Wireless Controller Series 2,Computing,Computers/Video Games,Computer/Video Game Control/Input Devices
636,Electronics and Appliances,Microsoft,Microsoft Surface USB-C Adapter,Communications,Computers/Video Games,Computer/Video Game Accessories
637,Electronics and Appliances,Microsoft,Microsoft Bluetooth Mouse,Computing,Computers/Video Games,Computer Components
638,Electronics and Appliances,Microsoft,Microsoft Surface Dock 2,Communications,Computers/Video Games,Computer/Video Game Accessories
639,Electronics and Appliances,Microsoft,Microsoft All-in-One Media Keyboard,Computing,Computers/Video Games,Computer Components
640,Electronics and Appliances,Panasonic,Panasonic Lumix GH5 â€šÃ„Ã¬ Mirrorless camera known for its video capabilities.,Audio Visual/Photography,Audio Visual Equipment,Video Recording/Playback
641,Electronics and Appliances,Panasonic,Panasonic Lumix G85 â€šÃ„Ã¬ Mirrorless interchangeable lens camera.,Audio Visual/Photography,Audio Visual Equipment,Video Recording/Playback
642,Electronics and Appliances,Panasonic,Panasonic HC-VX1 â€šÃ„Ã¬ 4K camcorder.,Audio Visual/Photography,Audio Visual Equipment,Video Recording/Playback
643,Electronics and Appliances,Panasonic,Panasonic RX100 Series â€šÃ„Ã¬ Compact digital cameras.,Audio Visual/Photography,Audio Visual Equipment,Video Recording/Playback
644,Electronics and Appliances,Panasonic,Panasonic TH-65HZ2000 â€šÃ„Ã¬ OLED TV.,Audio Visual/Photography,Audio Visual Equipment,Televisions
645,Electronics and Appliances,Panasonic,Panasonic ES-LV9Q â€šÃ„Ã¬ Electric shaver.,Beauty/Personal Care/Hygiene,Hair Products,Hair Removal/Masking Products
646,Electronics and Appliances,Panasonic,Panasonic NN-SN966S â€šÃ„Ã¬ Microwave oven.,Home Appliances,Small Domestic Appliances,Small Cooking/Heating Appliances
647,Electronics and Appliances,Panasonic,Panasonic SR-DF101 â€šÃ„Ã¬ Rice cooker.,Home Appliances,Small Domestic Appliances,Small Cooking/Heating Appliances
648,Electronics and Appliances,Panasonic,Panasonic KX-TG9541B â€šÃ„Ã¬ Cordless telephone.,Communications,Communications,Fixed Communication Devices
649,Electronics and Appliances,Panasonic,Panasonic CS/CU-6RKH2 â€šÃ„Ã¬ Air conditioning units.,Home Appliances,Major Domestic Appliances,Refrigerating/Freezing Appliances
650,Electronics and Appliances,Panasonic,Panasonic TX-55HZ1500 â€šÃ„Ã¬ 4K LED TV.,Audio Visual/Photography,Audio Visual Equipment,Televisions
651,Electronics and Appliances,Panasonic,Panasonic DMC-ZS200 â€šÃ„Ã¬ Compact camera with a large sensor.,Audio Visual/Photography,Audio Visual Equipment,Video Recording/Playback
652,Electronics and Appliances,Panasonic,Panasonic KX-TGE475S â€šÃ„Ã¬ Landline phone system with an answering machine.,Communications,Communications,Fixed Communication Devices
653,Electronics and Appliances,Panasonic,Panasonic SC-HTB890 â€šÃ„Ã¬ Soundbar with Dolby Atmos.,Audio Visual/Photography,Audio Visual Equipment,Home Audio Equipment
654,Electronics and Appliances,Panasonic,Panasonic SDR-H85 â€šÃ„Ã¬ Digital camcorder.,Audio Visual/Photography,Audio Visual Equipment,Video Recording/Playback
655,Electronics and Appliances,Panasonic,Panasonic DMR-BST820 â€šÃ„Ã¬ Blu-ray recorder.,Audio Visual/Photography,Audio Visual Equipment,Video Recording/Playback
656,Electronics and Appliances,Panasonic,Panasonic 2.0 cu.ft. Inverter Microwave Oven â€šÃ„Ã¬ Known for even cooking.,Home Appliances,Small Domestic Appliances,Small Cooking/Heating Appliances
657,Electronics and Appliances,Panasonic,Panasonic NN-SD945S â€šÃ„Ã¬ Inverter microwave.,Home Appliances,Small Domestic Appliances,Small Cooking/Heating Appliances
658,Electronics and Appliances,Panasonic,Panasonic KX-NT560 â€šÃ„Ã¬ Business phone system.,Communications,Communications,Fixed Communication Devices
659,Electronics and Appliances,Panasonic,Panasonic NA-F70S7 â€šÃ„Ã¬ Top-loading washing machine.,Home Appliances,Major Domestic Appliances,Kitchen Washing Appliances
660,Electronics and Appliances,Dell,Dell XPS 13 Laptop,Computing,Computers/Video Games,Computers
661,Electronics and Appliances,Dell,Dell Alienware m15 Gaming Laptop,Computing,Computers/Video Games,Computers
662,Electronics and Appliances,Dell,Dell Inspiron 15 Laptop,Computing,Computers/Video Games,Computers
663,Electronics and Appliances,Dell,Dell Latitude 7420 Business Laptop,Computing,Computers/Video Games,Computers
664,Electronics and Appliances,Dell,Dell Precision 5550 Mobile Workstation,Computing,Computers/Video Games,Computers
665,Electronics and Appliances,Dell,Dell Ultrasharp U2720Q 27-inch 4K Monitor,Computing,Computers/Video Games,Computers
666,Electronics and Appliances,Dell,Dell S3221QS 32-inch 4K Curved Monitor,Computing,Computers/Video Games,Computers
667,Electronics and Appliances,Dell,Dell G5 Gaming Desktop,Computing,Computers/Video Games,Computers
668,Electronics and Appliances,Dell,Dell OptiPlex 7090 Micro Desktop,Computing,Computers/Video Games,Computers
669,Electronics and Appliances,Dell,Dell Vostro 3510 Laptop,Computing,Computers/Video Games,Computers
670,Electronics and Appliances,Dell,Dell PowerEdge T40 Tower Server,Computing,Computers/Video Games,Computer Components
671,Electronics and Appliances,Dell,Dell P2419H 24-Inch IPS Monitor,Computing,Computers/Video Games,Computers
672,Electronics and Appliances,Dell,Dell XPS 17 Laptop,Computing,Computers/Video Games,Computers
673,Electronics and Appliances,Dell,Dell G7 Gaming Laptop,Computing,Computers/Video Games,Computers
674,Electronics and Appliances,Dell,Dell 7.1 Gaming Headset,Computing,Computers/Video Games,Computer/Video Game Accessories
675,Electronics and Appliances,Dell,Dell Mobile Connect,Communications,Communications,Mobile Communication Devices/Services
676,Electronics and Appliances,Dell,Dell C2760DN Color Laser Printer,Computing,Computers/Video Games,Computer/Video Game Accessories
677,Electronics and Appliances,Dell,Dell Canvas 27,Computing,Computers/Video Games,Computer/Video Game Accessories
678,Electronics and Appliances,Dell,Dell DW316 USB Wireless Adapter,Computing,Computers/Video Games,Computer/Video Game Accessories
679,Electronics and Appliances,Dell,Dell S2719DGF Gaming Monitor,Computing,Computers/Video Games,Computers
680,Electronics and Appliances,HP (Hewlett-Packard),HP Spectre x360 - Premium convertible laptop,Computing,Computers/Video Games,Computers
681,Electronics and Appliances,HP (Hewlett-Packard),HP Envy x360 - Versatile touchscreen laptop,Computing,Computers/Video Games,Computers
682,Electronics and Appliances,HP (Hewlett-Packard),HP Pavilion Laptop - Mainstream laptop series,Computing,Computers/Video Games,Computers
683,Electronics and Appliances,HP (Hewlett-Packard),HP Omen Gaming Laptop - High-performance gaming laptop,Computing,Computers/Video Games,Computers
684,Electronics and Appliances,HP (Hewlett-Packard),HP Chromebook - Lightweight laptop running Chrome OS,Computing,Computers/Video Games,Computers
685,Electronics and Appliances,HP (Hewlett-Packard),HP LaserJet Pro Printer - Reliable laser printer for home and office,Computing,Computers/Video Games,Computer/Video Game Accessories
686,Electronics and Appliances,HP (Hewlett-Packard),HP DeskJet Printer - Popular inkjet printer for everyday use,Computing,Computers/Video Games,Computer/Video Game Accessories
687,Electronics and Appliances,HP (Hewlett-Packard),HP OfficeJet Pro - All-in-one printer for business needs,Computing,Computers/Video Games,Computer/Video Game Accessories
688,Electronics and Appliances,HP (Hewlett-Packard),HP ENVY Photo Printer - Ideal for photo printing,Computing,Computers/Video Games,Computer/Video Game Accessories
689,Electronics and Appliances,HP (Hewlett-Packard),HP EliteBook - Business laptop known for durability and performance,Computing,Computers/Video Games,Computers
690,Electronics and Appliances,HP (Hewlett-Packard),HP ProBook - Affordable business laptop,Computing,Computers/Video Games,Computers
691,Electronics and Appliances,HP (Hewlett-Packard),HP MROV Digital Monitors - High-quality displays for various applications,Computing,Computers/Video Games,Computers
692,Electronics and Appliances,HP (Hewlett-Packard),HP Victus Gaming Desktop - Entry-level gaming desktop,Computing,Computers/Video Games,Computers
693,Electronics and Appliances,HP (Hewlett-Packard),HP All-in-One PC - Space-saving desktop computer,Computing,Computers/Video Games,Computers
694,Electronics and Appliances,HP (Hewlett-Packard),HP Pavilion Gaming Laptop - Affordable gaming laptop option,Computing,Computers/Video Games,Computers
695,Electronics and Appliances,HP (Hewlett-Packard),HP Sprocket Portable Printer - Compact photo printer for on-the-go,Computing,Computers/Video Games,Computer/Video Game Accessories
696,Electronics and Appliances,HP (Hewlett-Packard),HP Reverb G2 - High-resolution virtual reality headset,Computing,Computers/Video Games,Computer/Video Game Accessories
697,Electronics and Appliances,HP (Hewlett-Packard),HP Smart Tank Printer - Printers with refillable ink tanks for cost savings,Computing,Computers/Video Games,Computer/Video Game Accessories
698,Electronics and Appliances,HP (Hewlett-Packard),HP Stream Laptop - Budget-friendly Windows laptop,Computing,Computers/Video Games,Computers
699,Electronics and Appliances,HP (Hewlett-Packard),HP Elite Slice - Modular mini PC designed for business use,Computing,Computers/Video Games,Computers
700,Electronics and Appliances,Whirlpool,Whirlpool WRF555SDFZ 25 Cu. Ft. French Door Refrigerator,Home Appliances,Major Domestic Appliances,Refrigerating/Freezing Appliances
701,Electronics and Appliances,Whirlpool,"Whirlpool WDF520PADM 24"" Built-In Dishwasher",Home Appliances,Major Domestic Appliances,Kitchen Washing Appliances
702,Electronics and Appliances,Whirlpool,"Whirlpool WFE540H0ES 30"" Electric Range",Home Appliances,Major Domestic Appliances,Major Cooking Appliances
703,Electronics and Appliances,Whirlpool,Whirlpool WMC20005YB 0.5 Cu. Ft. Microwave,Home Appliances,Small Domestic Appliances,Small Cooking/Heating Appliances
704,Electronics and Appliances,Whirlpool,Whirlpool WRS325SDHZ 25 Cu. Ft. Side-by-Side Refrigerator,Home Appliances,Major Domestic Appliances,Refrigerating/Freezing Appliances
705,Electronics and Appliances,Whirlpool,"Whirlpool WET4024HW 24"" Portable Washer",Home Appliances,Major Domestic Appliances,Kitchen Washing Appliances
706,Electronics and Appliances,Whirlpool,Whirlpool WTW5000DW 4.3 Cu. Ft. Top Load Washer,Home Appliances,Major Domestic Appliances,Kitchen Washing Appliances
707,Electronics and Appliances,Whirlpool,Whirlpool WED5000DW 7.0 Cu. Ft. Electric Dryer,Home Appliances,Major Domestic Appliances,Kitchen Washing Appliances
708,Electronics and Appliances,Whirlpool,Whirlpool WCVH4800K 2.8 Cu. Ft. Front Load Washer,Home Appliances,Major Domestic Appliances,Kitchen Washing Appliances
709,Electronics and Appliances,Whirlpool,Whirlpool WRX735SDHZ 25 Cu. Ft. Side-by-Side Refrigerator with Ice and Water Dispenser,Home Appliances,Major Domestic Appliances,Refrigerating/Freezing Appliances
710,Electronics and Appliances,Whirlpool,Whirlpool WMC30522A 2.2 Cu. Ft. Countertop Microwave,Home Appliances,Small Domestic Appliances,Small Cooking/Heating Appliances
711,Electronics and Appliances,Whirlpool,"Whirlpool WTWC5240V 24"" Built-in Top-Freezer Refrigerator",Home Appliances,Major Domestic Appliances,Refrigerating/Freezing Appliances
712,Electronics and Appliances,Whirlpool,"Whirlpool WFC8090GX 30"" Electric Cooktop",Home Appliances,Small Domestic Appliances,Small Cooking/Heating Appliances
713,Electronics and Appliances,Whirlpool,Whirlpool WRF540CWAS 19 Cu. Ft. French Door Refrigerator,Home Appliances,Major Domestic Appliances,Refrigerating/Freezing Appliances
714,Electronics and Appliances,Whirlpool,"Whirlpool WDT730PAHZ 24"" Built-In Dishwasher with Sensor Cycle",Home Appliances,Major Domestic Appliances,Kitchen Washing Appliances
715,Electronics and Appliances,Whirlpool,Whirlpool WMC20005YB 0.5 Cu. Ft. Microwave Oven,Home Appliances,Small Domestic Appliances,Small Cooking/Heating Appliances
716,Electronics and Appliances,Whirlpool,Whirlpool WMH31017HS 1.7 Cu. Ft. Over-the-Range Microwave,Home Appliances,Small Domestic Appliances,Small Cooking/Heating Appliances
717,Electronics and Appliances,Whirlpool,Whirlpool WRB322DMBM 22 Cu. Ft. Bottom-Freezer Refrigerator,Home Appliances,Major Domestic Appliances,Refrigerating/Freezing Appliances
718,Electronics and Appliances,Whirlpool,Whirlpool WGR4815KZ 4.8 Cu. Ft. Gas Range,Home Appliances,Major Domestic Appliances,Major Cooking Appliances
719,Electronics and Appliances,Whirlpool,"Whirlpool WET4024HW 24"" Washing Machine",Home Appliances,Major Domestic Appliances,Kitchen Washing Appliances
720,Health and Personal Care Products,Procter & Gamble (P&G),Crest Toothpaste,Beauty/Personal Care/Hygiene,Personal Hygiene Products,Oral Hygiene
721,Health and Personal Care Products,Procter & Gamble (P&G),Oral-B Toothbrushes,Beauty/Personal Care/Hygiene,Personal Hygiene Products,Oral Hygiene
722,Health and Personal Care Products,Procter & Gamble (P&G),Gillette Razors,Beauty/Personal Care/Hygiene,Hair Products,Hair Removal/Masking Products
723,Health and Personal Care Products,Procter & Gamble (P&G),Venus Razors,Beauty/Personal Care/Hygiene,Hair Products,Hair Removal/Masking Products
724,Health and Personal Care Products,Procter & Gamble (P&G),Head & Shoulders Shampoo,Beauty/Personal Care/Hygiene,Hair Products,Hair Care Products
725,Health and Personal Care Products,Procter & Gamble (P&G),Pantene Shampoo and Conditioner,Beauty/Personal Care/Hygiene,Hair Products,Hair Care Products
726,Health and Personal Care Products,Procter & Gamble (P&G),Olay Skincare Products,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
727,Health and Personal Care Products,Procter & Gamble (P&G),Herbal Essences Shampoo,Beauty/Personal Care/Hygiene,Hair Products,Hair Care Products
728,Health and Personal Care Products,Procter & Gamble (P&G),Old Spice Menâ€šÃ„Ã´s Grooming Products,Beauty/Personal Care/Hygiene,Hair Products,Hair Care Products
729,Health and Personal Care Products,Procter & Gamble (P&G),Secret Deodorant,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
730,Health and Personal Care Products,Procter & Gamble (P&G),Fairy Liquid (Dishwashing liquid),Cleaning/Hygiene Products,Cleaning Products,Dish Care
731,Health and Personal Care Products,Procter & Gamble (P&G),Tide Pods (Laundry detergent),Cleaning/Hygiene Products,Cleaning Products,Laundry
732,Health and Personal Care Products,Procter & Gamble (P&G),Febreze Air Freshener,Cleaning/Hygiene Products,Cleaning Products,Fresheners/Deodorisers
733,Health and Personal Care Products,Procter & Gamble (P&G),Dawn Dish Soap,Cleaning/Hygiene Products,Cleaning Products,Dish Care
734,Health and Personal Care Products,Procter & Gamble (P&G),Swiffer Cleaning Products,Cleaning/Hygiene Products,Cleaning/Hygiene Supplies,Cleaning Aids
735,Health and Personal Care Products,Procter & Gamble (P&G),Always Feminine Care Products,Beauty/Personal Care/Hygiene,Maternity Products,Maternity Products
736,Health and Personal Care Products,Procter & Gamble (P&G),Bounty Paper Towels,Beauty/Personal Care/Hygiene,Maternity Products,Maternity Products
737,Health and Personal Care Products,Procter & Gamble (P&G),Charmin Toilet Paper,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
738,Health and Personal Care Products,Procter & Gamble (P&G),Metamucil (Fiber Supplement),Healthcare,Health Enhancement,"Vitamins/Minerals/Nutritional Supplements"""
739,Health and Personal Care Products,Procter & Gamble (P&G),Align Probiotic,Healthcare,Health Enhancement,"Vitamins/Minerals/Nutritional Supplements"""
740,Health and Personal Care Products,Unilever,Dove Soap,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
741,Health and Personal Care Products,Unilever,Dove Body Wash,Beauty/Personal Care/Hygiene,Skin Products,Body Washing
742,Health and Personal Care Products,Unilever,Dove Deodorant,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
743,Health and Personal Care Products,Unilever,Axe Body Spray,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
744,Health and Personal Care Products,Unilever,Lux Soap,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
745,Health and Personal Care Products,Unilever,Lifebuoy Soap,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
746,Health and Personal Care Products,Unilever,Vaseline Petroleum Jelly,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
747,Health and Personal Care Products,Unilever,Simple Skincare,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
748,Health and Personal Care Products,Unilever,Noxzema Skin Cleanser,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
749,Health and Personal Care Products,Unilever,TresemmâˆšÂ© Shampoo,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
750,Health and Personal Care Products,Unilever,Suave Shampoo,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
751,Health and Personal Care Products,Unilever,Clear Shampoo,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
752,Health and Personal Care Products,Unilever,POND's Cold Cream,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
753,Health and Personal Care Products,Unilever,Signal Toothpaste,Beauty/Personal Care/Hygiene,Personal Hygiene Products,Oral Hygiene
754,Health and Personal Care Products,Unilever,Rexona/ Sure Antiperspirant,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
755,Health and Personal Care Products,Unilever,Knorr Soups & Broths (as part of healthier options),Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
756,Health and Personal Care Products,Unilever,Pureit Water Purifiers,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
757,Health and Personal Care Products,Unilever,Borgo de Nor Skincare,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
758,Health and Personal Care Products,Unilever,Shea Moisture Hair Care Products (acquired brand),Beauty/Personal Care/Hygiene,Hair Products,Hair Care Products
759,Health and Personal Care Products,Unilever,Love Beauty and Planet (sustainable beauty products),Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
760,Health and Personal Care Products,Johnson & Johnson,Neutrogena Facial Cleansing Bar,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
761,Health and Personal Care Products,Johnson & Johnson,Aveeno Daily Moisturizing Lotion,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
762,Health and Personal Care Products,Johnson & Johnson,Johnson's Baby Shampoo,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
763,Health and Personal Care Products,Johnson & Johnson,Band-Aid Adhesive Bandages,Healthcare,Health Treatments/Aids,First Aid
764,Health and Personal Care Products,Johnson & Johnson,Tylenol Pain Reliever,Healthcare,Health Treatments/Aids,Pain Relief Products
765,Health and Personal Care Products,Johnson & Johnson,Listerine Mouthwash,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
766,Health and Personal Care Products,Johnson & Johnson,Johnson's Baby Oil,Beauty/Personal Care/Hygiene,Personal Hygiene Products,Baby Diapers/Accessories
767,Health and Personal Care Products,Johnson & Johnson,Neutrogena Hydro Boost Water Gel,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
768,Health and Personal Care Products,Johnson & Johnson,Aveeno Skin Relief Lotion,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
769,Health and Personal Care Products,Johnson & Johnson,Johnson's Bedtime Baby Bath,Beauty/Personal Care/Hygiene,Personal Hygiene Products,Baby Diapers/Accessories
770,Health and Personal Care Products,Johnson & Johnson,Band-Aid Blister Treatments,Healthcare,Health Treatments/Aids,First Aid
771,Health and Personal Care Products,Johnson & Johnson,Neutrogena Rapid Wrinkle Repair,Healthcare,Health Treatments/Aids,First Aid
772,Health and Personal Care Products,Johnson & Johnson,Tylenol Extra Strength Caplets,Healthcare,Health Enhancement,Health Enhancement Variety Packs
773,Health and Personal Care Products,Johnson & Johnson,Johnson's Baby Powder,Beauty/Personal Care/Hygiene,Personal Hygiene Products,Baby Diapers/Accessories
774,Health and Personal Care Products,Johnson & Johnson,Aveeno Positively Radiant Skin Care,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
775,Health and Personal Care Products,Johnson & Johnson,Neutrogena Clear Face Liquid Lotion Sunscreen,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
776,Health and Personal Care Products,Johnson & Johnson,Johnson's Baby Cream,Beauty/Personal Care/Hygiene,Personal Hygiene Products,Baby Diapers/Accessories
777,Health and Personal Care Products,Johnson & Johnson,Band-Aid Tough Strips,Healthcare,Health Treatments/Aids,First Aid
778,Health and Personal Care Products,Johnson & Johnson,Aveeno Eczema Therapy Moisturizing Cream,Healthcare,Health Treatments/Aids,Skin/Scalp Aid Products
779,Health and Personal Care Products,Johnson & Johnson,Neutrogena Makeup Remover Cleansing Towelettes,Beauty/Personal Care/Hygiene,Personal Hygiene Products,Cleansing/Washing Accessories - Persona
780,Health and Personal Care Products,EstâˆšÂ©e Lauder Companies Inc.,Advanced Night Repair Synchronized Multi-Recovery Complex,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
781,Health and Personal Care Products,EstâˆšÂ©e Lauder Companies Inc.,Double Wear Stay-in-Place Makeup,Beauty/Personal Care/Hygiene,Cosmetics/Fragrances,Cosmetic/MakeUp Products
782,Health and Personal Care Products,EstâˆšÂ©e Lauder Companies Inc.,Revitalizing Supreme+ Global Anti-Aging Cell Power Cream,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
783,Health and Personal Care Products,EstâˆšÂ©e Lauder Companies Inc.,Perfectionist Pro Rapid Firm + Lift Treatment,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
784,Health and Personal Care Products,EstâˆšÂ©e Lauder Companies Inc.,DayWear Multi-Protection Anti-Oxidant Creme,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
785,Health and Personal Care Products,EstâˆšÂ©e Lauder Companies Inc.,EstâˆšÂ©e Lauder Beautiful Eau de Parfum,Beauty/Personal Care/Hygiene,Cosmetics/Fragrances,Fragrances
786,Health and Personal Care Products,EstâˆšÂ©e Lauder Companies Inc.,Pure Color Envy Sculpting Lipstick,Beauty/Personal Care/Hygiene,Cosmetics/Fragrances,Cosmetic/MakeUp Products
787,Health and Personal Care Products,EstâˆšÂ©e Lauder Companies Inc.,Sumptuous Infinite Daring Length + Volume Mascara,Beauty/Personal Care/Hygiene,Cosmetics/Fragrances,Cosmetic/MakeUp Products
788,Health and Personal Care Products,EstâˆšÂ©e Lauder Companies Inc.,Advanced Night Repair Eye Supercharged Complex,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
789,Health and Personal Care Products,EstâˆšÂ©e Lauder Companies Inc.,EstâˆšÂ©e Lauder Double Wear Light Soft Matte Hydra Makeup,Beauty/Personal Care/Hygiene,Cosmetics/Fragrances,Cosmetic/MakeUp Products
790,Health and Personal Care Products,EstâˆšÂ©e Lauder Companies Inc.,Micro Essence Skin Activating Treatment Lotion,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
791,Health and Personal Care Products,EstâˆšÂ©e Lauder Companies Inc.,Pure Color Envy Blush,Beauty/Personal Care/Hygiene,Cosmetics/Fragrances,Cosmetic/MakeUp Products
792,Health and Personal Care Products,EstâˆšÂ©e Lauder Companies Inc.,EstâˆšÂ©e Lauder Revitalizing Supreme + Night Intensive Restorative Creme,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
793,Health and Personal Care Products,EstâˆšÂ©e Lauder Companies Inc.,Genuine Glow Blush Stick,Beauty/Personal Care/Hygiene,Cosmetics/Fragrances,Cosmetic/MakeUp Products
794,Health and Personal Care Products,EstâˆšÂ©e Lauder Companies Inc.,Micro Essence Skin Activating Treatment Lotion,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
795,Health and Personal Care Products,EstâˆšÂ©e Lauder Companies Inc.,Pure Color Envy Matte Waterproof Liquid Lipstick,Beauty/Personal Care/Hygiene,Cosmetics/Fragrances,Cosmetic/MakeUp Products
796,Health and Personal Care Products,EstâˆšÂ©e Lauder Companies Inc.,Nutritious Vitality8â€šÃ‘Â¢ Night Moisture Cream,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
797,Health and Personal Care Products,EstâˆšÂ©e Lauder Companies Inc.,Advanced Night Repair Concentrated Ferment,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
798,Health and Personal Care Products,EstâˆšÂ©e Lauder Companies Inc.,DayWear Advanced Multi-Protection Anti-Oxidant Creme,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
799,Health and Personal Care Products,EstâˆšÂ©e Lauder Companies Inc.,Idealist Even Skin Tone Illuminator,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
800,Health and Personal Care Products,Colgate-Palmolive,Colgate Total Toothpaste,Beauty/Personal Care/Hygiene,Personal Hygiene Products,Oral Hygiene
801,Health and Personal Care Products,Colgate-Palmolive,Colgate Optic White Toothpaste,Beauty/Personal Care/Hygiene,Personal Hygiene Products,Oral Hygiene
802,Health and Personal Care Products,Colgate-Palmolive,Colgate Kids Toothpaste,Beauty/Personal Care/Hygiene,Personal Hygiene Products,Oral Hygiene
803,Health and Personal Care Products,Colgate-Palmolive,Colgate Sensitive Pro-Relief Toothpaste,Beauty/Personal Care/Hygiene,Personal Hygiene Products,Oral Hygiene
804,Health and Personal Care Products,Colgate-Palmolive,Colgate MaxFresh Toothpaste,Beauty/Personal Care/Hygiene,Personal Hygiene Products,Oral Hygiene
805,Health and Personal Care Products,Colgate-Palmolive,Colgate Enamel Health Toothpaste,Beauty/Personal Care/Hygiene,Personal Hygiene Products,Oral Hygiene
806,Health and Personal Care Products,Colgate-Palmolive,Colgate Total Advanced Fresh Mint Mouthwash,Beauty/Personal Care/Hygiene,Personal Hygiene Products,Oral Hygiene
807,Health and Personal Care Products,Colgate-Palmolive,Colgate Plax Mouthwash,Beauty/Personal Care/Hygiene,Personal Hygiene Products,Oral Hygiene
808,Health and Personal Care Products,Colgate-Palmolive,Colgate 360 Toothbrush,Beauty/Personal Care/Hygiene,Personal Hygiene Products,Oral Hygiene
809,Health and Personal Care Products,Colgate-Palmolive,Colgate Kids Toothbrushes,Beauty/Personal Care/Hygiene,Personal Hygiene Products,Oral Hygiene
810,Health and Personal Care Products,Colgate-Palmolive,Palmolive Ultra Dish Soap,Cleaning/Hygiene Products,Cleaning Products,Dish Care
811,Health and Personal Care Products,Colgate-Palmolive,Palmolive Hand Soap,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
812,Health and Personal Care Products,Colgate-Palmolive,Palmolive Antibacterial Dish Soap,Cleaning/Hygiene Products,Cleaning Products,Dish Care
813,Health and Personal Care Products,Colgate-Palmolive,Softsoap Liquid Hand Soap,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
814,Health and Personal Care Products,Colgate-Palmolive,Irish Spring Body Wash,Beauty/Personal Care/Hygiene,Skin Products,Body Washing
815,Health and Personal Care Products,Colgate-Palmolive,Irish Spring Bar Soap,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
